Old URL,Status Code,Indexability,Page Title,Meta Description,H1,Canonical,In XML Sitemap,GSC Clicks,GSC Impressions,GSC CTR,GSC Position,Content Type,Likely Audience,SEO Value,Strategic Fit,Category,New Destination,Notes
https://velu.us/services/nonprofit-cfo/,200,Indexable,What Are the #1 Nonprofit CFO Services in Omaha & Nationwide,Get expert fractional CFO services for nonprofits in Omaha or remotely. Velu provides professional financial guidance locally and nationwide.,"Strategic Budgeting, Forecasting & Grant Management for Mission-Driven Organizations",https://velu.us/services/nonprofit-cfo/,No,3,5860,0.05%,37.76,Service page,CEO/ED/COO,High,Understand core service,Preserve / Redirect,https://velu.us/services/nonprofit-client-advisory-services,Old CFO/advisory service mapped to Client Advisory
https://velu.us/wp-content/et-cache/12/et-core-unified-12.min.css?ver=1782458572,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/AlbertVaras-Headshot-1-e1656782462592.webp,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,200,Indexable,,,,,No,,,,,Blog post,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/taxservices.jpg,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1,200,Indexable,,,,,No,,,,,Blog post,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/501c3-organizations-pros-cons-and-examples/,200,Indexable,Understanding a 501(c)(3) Organization Pros & Cons,"Explore the advantages and challenges of 501(c)(3) organizations, including real-world examples to guide nonprofit leaders.","501(c)(3) Organizations: Pros, Cons, and Examples",https://velu.us/501c3-organizations-pros-cons-and-examples/,Yes,72,49577,0.15%,13.46,Blog post,Student/researcher,High,Future funnel only,Archive for Funnel,Archive for future funnel,"High GSC visibility but likely startup, DIY, or research intent; archive for possible future funnel rather than launch-site redirect."
https://velu.us/about-us/,200,Indexable,Learn More About Velu Financial Partners for Nonprofits,Learn more about Velu—your financial partner for nonprofit success. We go beyond accounting to support your mission with expert guidance.,Your Financial Partners for Long-Term Nonprofit Success,https://velu.us/about-us/,No,39,3953,0.99%,6.67,About page,CEO/ED/COO,High,Trust,Preserve / Redirect,https://velu.us/about-us,About/trust page redirect
https://velu.us/wp-content/uploads/2024/09/Ryan-ODonnell.jpg,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/team-oriended.jpg,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/Ellipse-2520-1.webp,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids.js?ver=4.27.7,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/nonprofit-board-member-application-template/,200,Indexable,Nonprofit Board Member Application Template - Velu LLC,Simplify your board member recruitment and attract top candidates with Velu's free nonprofit application template.,Nonprofit Board Member Application Template,https://velu.us/nonprofit-board-member-application-template/,Yes,70,9825,0.71%,26.15,Template,Board member,High,Future funnel only,Archive for Funnel,Archive for future funnel,High-click template traffic; archive for future board or governance funnel rather than launch-site redirect.
https://velu.us/wp-content/uploads/2025/01/shutterstock_2284665339.jpg,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/themes/Divi/js/scripts.min.js?ver=4.27.7,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.mobile.js?ver=4.27.7,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/09/verified-check.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/09/Alexandra-Goswami.jpg,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/VeluBlueLogo.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/et-cache/12/et-core-unified-tb-158-tb-160-deferred-12.min.css?ver=1782458573,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/09/Nate_VanHaute.jpg,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/magnific-popup.js?ver=4.27.7,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/get-started/,200,Indexable,Get Started – Nonprofit CFO & CPA Experts Nationwide,Book a call with Velu’s nonprofit CFOs and CPAs in Omaha or remotely. Explore personalized solutions for nonprofit financial growth and success.,Get Started With,https://velu.us/get-started/,No,5,2103,0.24%,19.67,Contact / booking page,CEO/ED/COO,High,Book a call,Preserve / Redirect,https://velu.us/get-started,Booking/contact intent redirect
https://velu.us/wp-content/uploads/2024/08/longtermimpact.jpg,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/cfoservices.jpg,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/09/JadeR-Rogers.jpg,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2025/01/shutterstock_2357043559.jpg,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/themes/Divi/core/admin/js/common.js?ver=4.27.7,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/Erin-Busch.webp,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/statement-of-functional-expenses-template/,200,Indexable,Statement of Functional Expenses Template for Nonprofits,Our Statement of Functional Expenses Template can be used by nonprofits of all sizes to make financial reporting simple.,Statement of Functional Expenses Template for Nonprofits,https://velu.us/statement-of-functional-expenses-template/,Yes,39,4764,0.82%,31.05,Template,Accountant/bookkeeper,High,Future funnel only,Archive for Funnel,Archive for future funnel,High-GSC template traffic; archive for future accounting resource funnel rather than launch-site redirect.
https://velu.us/wp-content/et-cache/12/et-core-unified-tb-158-tb-160-12.min.css?ver=1782458573,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/et-cache/5470/et-core-unified-5470.min.css?ver=1782458712,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2023/09/Statement-of-Functional-Expenses-Template.webp,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/fractional-cfo-job-descriptions/,200,Indexable,Fractional CFO Job Descriptions: A Hiring Guide,Fractional CFO duties are evolving and a comprehensive job description is the first step to hiring one for your small business or nonprofit.,Fractional CFO Job Descriptions: A Guide for Small Business Owners and Nonprofits,https://velu.us/fractional-cfo-job-descriptions/,Yes,3,5774,0.05%,46.36,Service page,CEO/ED/COO,High,Understand core service,Preserve / Redirect,https://velu.us/services/nonprofit-client-advisory-services,CFO hiring and leadership-need intent maps to Client Advisory Services; preserve and redirect.
https://velu.us/wp-content/uploads/2024/08/VeluWhiteLogo.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/05/Nonprofit-Board-Member-Application-Template.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/10019.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/10006.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/nonprofit-audit-checklist/,200,Indexable,Nonprofit Audit Checklist | Velu,Ensure accuracy and avoid penalties from the IRS by preparing for your audit with our Nonprofit Audit Checklist.,Nonprofit Audit Checklist,https://velu.us/nonprofit-audit-checklist/,Yes,5,8137,0.06%,64.46,Resource,Accountant/bookkeeper,High,Future funnel only,Archive for Funnel,Archive for future funnel,Audit checklist traffic is technical/practitioner-oriented; archive for future financial readiness funnel.
https://velu.us/wp-content/uploads/2024/09/shutterstock_727613272.jpg,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/10010.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/10015.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/Nebraska_Communities_United.webp,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/10007.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/10002.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/10003.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/10009.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/10016.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/10011.png,200,Indexable,,,,,No,0,1,0%,28,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/10012.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/10020.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/et-cache/539/et-core-unified-539.min.css?ver=1782460778,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/10008.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/10004.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/09/shutterstock_2171725709.jpg,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/Project-Houseworks.webp,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/10017.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/10013.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/10021.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/10005.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/10018.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2026/06/Tyler-Wilcox.jpeg,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/10022.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/10001.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/10014.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://www.velu.us/about-us/,301,Non-Indexable,,,,,No,,,,,About page,CEO/ED/COO,Unknown,Trust,Preserve / Redirect,https://velu.us/about-us,About/trust page redirect; non-200 status: 301
https://velu.us/resources/nonprofit-tax-mistakes-to-avoid/,301,Non-Indexable,,,,,No,,,,,Blog post,Accountant/bookkeeper,Unknown,Future use unlikely,Archive,Archived for retention,"Duplicate or non-200 resource URL; retain for reference only, not a current funnel priority."
https://velu.us/wp-content/uploads/2024/08/Tyler-Wilcox-Circle-e1657642312820.webp,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/resources/how-to-find-donors/,301,Non-Indexable,,,,,No,,,,,Resource,Mixed,Unknown,Future use unlikely,Archive,Archived for retention,"Duplicate or non-200 resource URL; retain for reference only, not a current funnel priority."
https://velu.us/wp-content/et-cache/global/et-divi-customizer-global.min.css?ver=1782458573,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/resources/tax-compliance-challenges/,301,Non-Indexable,,,,,No,,,,,Blog post,Accountant/bookkeeper,Unknown,Future use unlikely,Archive,Archived for retention,"Duplicate or non-200 resource URL; retain for reference only, not a current funnel priority."
https://velu.us/wp-content/et-cache/530/et-core-unified-530.min.css?ver=1782471865,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/accounting-tools/month-close-checklist/,200,Indexable,Month Close Checklist: Streamline Your Accounting,Our Month End Checklist helps accountants and bookkeepers stay on schedule throughout the month.,Month Close Checklist,https://velu.us/accounting-tools/month-close-checklist/,No,0,8527,0%,64.54,Resource,Accountant/bookkeeper,High,Future funnel only,Archive for Funnel,Archive for future funnel,Checklist/tool traffic with accounting operations value; archive for future outsourced accounting funnel.
https://velu.us/wp-content/uploads/2024/08/ia_300000003.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/accounting-tools/chart-of-accounts-template/,200,Indexable,Nonprofit Chart of Accounts Template – Get Yours Now,Simplify nonprofit finances with Velu’s free Chart of Accounts Template. Designed for organizations in Omaha and across the U.S.,Chart of Accounts Template,https://velu.us/accounting-tools/chart-of-accounts-template/,No,6,6793,0.09%,57.95,Template,Accountant/bookkeeper,High,Future funnel only,Archive for Funnel,Archive for future funnel,Template/tool traffic with future accounting funnel value; archive rather than launch-site redirect.
https://velu.us/wp-content/uploads/2024/08/ia_300000002.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/ia_300000001.png,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/wp-content/uploads/2024/08/Velu_Grant_Tracking_Spreadsheet.webp,200,Indexable,,,,,No,,,,,Media,Mixed,Low,Wrong-fit traffic,Discard,No special preservation,Media or technical asset URL with no clear strategic value; no special preservation.
https://velu.us/accounting-tools/budget-template/,200,Indexable,Free Nonprofit Budget Template – Omaha & Nationwide | Velu,Start optimizing your nonprofit’s finances with Velu’s free Budget Template. Ideal for nonprofits in Omaha and throughout the U.S.,Nonprofit Budget Template,https://velu.us/accounting-tools/budget-template/,No,0,2607,0%,48.41,Template,Mixed,High,Future funnel only,Archive for Funnel,Archive for future funnel,likely technical/practitioner content; possible duplicate trailing slash variant
https://velu.us/accounting-tools/grant-tracking-spreadsheet/,200,Indexable,Grant Tracking Spreadsheet - Velu LLC,The Grant Tracking Spreadsheet makes managing grants easier by providing a central place to track applications.,Grant Tracking Spreadsheet,https://velu.us/accounting-tools/grant-tracking-spreadsheet/,No,4,5485,0.07%,41.72,Blog post,Accountant/bookkeeper,High,Future funnel only,Archive for Funnel,Archive for future funnel,"Grant-related tool traffic has future funnel value but is spreadsheet/template intent, not launch-site service-page intent."
